Game_Index,Date,Visitor,Game No V,Goals V,H_Status_V,Home,Game No H,Goals H,H_Status_H,Win Type,Att.,LoG,Result Visitor,Pts Visitor,Result Home,Pts Home
1157,23/03/2019,Arizona Coyotes,75,1,0,New Jersey Devils,76,2,1,SO,"16,514",2:37,0,1,1,2
1158,23/03/2019,New York Islanders,75,4,0,Philadelphia Flyers,75,2,1,-,"19,668",2:25,1,2,0,0
1159,23/03/2019,Tampa Bay Lightning,76,3,0,St. Louis Blues,75,4,1,-,"18,127",2:30,0,0,1,2
1160,23/03/2019,New York Rangers,74,2,0,Toronto Maple Leafs,75,1,1,OT,"19,251",2:34,1,2,0,1
1161,23/03/2019,Calgary Flames,75,3,0,Vancouver Canucks,75,1,1,-,"18,685",2:26,1,2,0,0
1162,23/03/2019,Detroit Red Wings,75,3,0,Vegas Golden Knights,75,2,1,OT,"18,437",2:27,1,2,0,1
1163,23/03/2019,Nashville Predators,76,0,0,Winnipeg Jets,75,5,1,-,"15,321",2:26,0,0,1,2
1164,24/03/2019,Montreal Canadiens,76,1,0,Carolina Hurricanes,75,2,1,OT,"14,437",2:38,0,1,1,2
1165,24/03/2019,Colorado Avalanche,76,1,0,Chicago Blackhawks,75,2,1,OT,"21,410",2:35,0,1,1,2
1166,24/03/2019,Arizona Coyotes,76,0,0,New York Islanders,76,2,1,-,"13,917",2:20,0,0,1,2
1167,24/03/2019,Columbus Blue Jackets,75,5,0,Vancouver Canucks,76,0,1,-,"17,805",2:23,1,2,0,0
1168,24/03/2019,Philadelphia Flyers,76,1,0,Washington Capitals,76,3,1,-,"18,506",2:27,0,0,1,2
1169,25/03/2019,Los Angeles Kings,75,3,0,Calgary Flames,76,0,1,-,"18,471",2:29,1,2,0,0
1170,25/03/2019,Nashville Predators,77,1,0,Minnesota Wild,77,0,1,-,"18,833",2:28,1,2,0,0
1171,25/03/2019,Buffalo Sabres,75,1,0,New Jersey Devils,77,3,1,-,"12,053",2:34,0,0,1,2
1172,25/03/2019,Pittsburgh Penguins,77,5,0,New York Rangers,75,2,1,-,"17,401",2:23,1,2,0,0
1173,25/03/2019,Detroit Red Wings,76,3,0,San Jose Sharks,76,2,1,-,"17,393",2:26,1,2,0,0
1174,25/03/2019,Vegas Golden Knights,76,1,0,St. Louis Blues,76,3,1,-,"18,247",2:22,0,0,1,2
1175,25/03/2019,Boston Bruins,76,4,0,Tampa Bay Lightning,77,5,1,-,"19,092",2:29,0,0,1,2
1176,25/03/2019,Florida Panthers,76,5,0,Toronto Maple Leafs,76,7,1,-,"19,125",2:37,0,0,1,2
1177,25/03/2019,Dallas Stars,76,5,0,Winnipeg Jets,76,2,1,-,"15,321",2:30,1,2,0,0
1178,26/03/2019,Chicago Blackhawks,76,0,0,Arizona Coyotes,77,1,1,-,"15,055",2:19,0,0,1,2
1179,26/03/2019,New York Islanders,77,0,0,Columbus Blue Jackets,76,4,1,-,"17,928",2:26,0,0,1,2
1180,26/03/2019,Los Angeles Kings,76,4,0,Edmonton Oilers,76,8,1,-,"18,347",2:34,0,0,1,2
1181,26/03/2019,Florida Panthers,77,1,0,Montreal Canadiens,77,6,1,-,"21,029",2:37,0,0,1,2
1182,26/03/2019,Buffalo Sabres,76,0,0,Ottawa Senators,76,4,1,-,"12,074",2:21,0,0,1,2
1183,26/03/2019,Anaheim Ducks,78,5,0,Vancouver Canucks,77,4,1,-,"17,633",2:28,1,2,0,0
1184,26/03/2019,Carolina Hurricanes,76,1,0,Washington Capitals,77,4,1,-,"18,506",2:26,0,0,1,2
1185,27/03/2019,New York Rangers,76,3,0,Boston Bruins,77,6,1,-,"17,565",2:36,0,0,1,2
1186,27/03/2019,Dallas Stars,77,2,0,Calgary Flames,77,1,1,-,"18,881",2:36,1,2,0,0
1187,27/03/2019,Vegas Golden Knights,77,3,0,Colorado Avalanche,77,4,1,-,"16,799",2:38,0,0,1,2
1188,27/03/2019,Toronto Maple Leafs,77,4,0,Philadelphia Flyers,77,5,1,SO,"19,205",2:39,0,1,1,2
1189,28/03/2019,Detroit Red Wings,77,5,0,Buffalo Sabres,77,4,1,OT,"16,236",2:37,1,2,0,1
1190,28/03/2019,Washington Capitals,78,3,0,Carolina Hurricanes,77,2,1,-,"14,680",2:18,1,2,0,0
1191,28/03/2019,Montreal Canadiens,78,2,0,Columbus Blue Jackets,77,6,1,-,"18,641",2:32,0,0,1,2
1192,28/03/2019,Dallas Stars,78,3,0,Edmonton Oilers,77,2,1,SO,"18,347",2:44,1,2,0,1
1193,28/03/2019,Florida Panthers,78,5,0,Ottawa Senators,77,2,1,-,"14,230",2:26,1,2,0,0
1194,28/03/2019,Chicago Blackhawks,77,5,0,San Jose Sharks,77,4,1,-,"17,364",2:25,1,2,0,0
1195,28/03/2019,Los Angeles Kings,77,2,0,Vancouver Canucks,78,3,1,SO,"18,524",2:38,0,1,1,2
1196,28/03/2019,New York Islanders,78,5,0,Winnipeg Jets,77,4,1,-,"15,321",2:30,1,2,0,0
1197,29/03/2019,Anaheim Ducks,79,1,0,Calgary Flames,78,6,1,-,"19,030",2:19,0,0,1,2
1198,29/03/2019,Arizona Coyotes,78,2,0,Colorado Avalanche,78,3,1,SO,"18,045",2:44,0,1,1,2
1199,29/03/2019,New Jersey Devils,78,0,0,Detroit Red Wings,78,4,1,-,"19,515",2:21,0,0,1,2
1200,29/03/2019,St. Louis Blues,77,2,0,New York Rangers,77,4,1,-,"17,567",2:21,0,0,1,2
1201,29/03/2019,Nashville Predators,78,3,0,Pittsburgh Penguins,78,1,1,-,"18,632",2:26,1,2,0,0
1202,29/03/2019,Minnesota Wild,78,3,0,Vegas Golden Knights,78,2,1,-,"18,492",2:28,1,2,0,0
1203,30/03/2019,Florida Panthers,79,4,0,Boston Bruins,78,1,1,-,"17,565",2:25,1,2,0,0
1204,30/03/2019,Philadelphia Flyers,78,2,0,Carolina Hurricanes,78,5,1,-,"17,833",2:29,0,0,1,2
1205,30/03/2019,Anaheim Ducks,80,5,0,Edmonton Oilers,78,1,1,-,"18,347",2:21,1,2,0,0
1206,30/03/2019,Chicago Blackhawks,78,2,0,Los Angeles Kings,78,3,1,OT,"18,230",2:36,0,1,1,2
1207,30/03/2019,St. Louis Blues,78,3,0,New Jersey Devils,79,2,1,OT,"16,514",2:23,1,2,0,1
1208,30/03/2019,Columbus Blue Jackets,78,5,0,Nashville Predators,79,2,1,-,"17,751",2:28,1,2,0,0
1209,30/03/2019,Buffalo Sabres,78,1,0,New York Islanders,79,5,1,-,"13,917",2:25,0,0,1,2
1210,30/03/2019,Toronto Maple Leafs,78,2,0,Ottawa Senators,78,4,1,-,"18,655",2:26,0,0,1,2
1211,30/03/2019,Vegas Golden Knights,79,3,0,San Jose Sharks,78,4,1,OT,"17,562",2:33,0,1,1,2
1212,30/03/2019,Washington Capitals,79,6,0,Tampa Bay Lightning,78,3,1,-,"19,092",2:34,1,2,0,0
1213,30/03/2019,Dallas Stars,79,2,0,Vancouver Canucks,79,3,1,SO,"18,663",2:42,0,1,1,2
1214,30/03/2019,Montreal Canadiens,79,3,0,Winnipeg Jets,78,1,1,-,"15,321",2:27,1,2,0,0
1215,31/03/2019,Minnesota Wild,79,0,0,Arizona Coyotes,79,4,1,-,"17,431",2:30,0,0,1,2
1216,31/03/2019,Columbus Blue Jackets,79,4,0,Buffalo Sabres,79,0,1,-,"17,990",2:23,1,2,0,0
1217,31/03/2019,Boston Bruins,79,3,0,Detroit Red Wings,79,6,1,-,"19,515",2:29,0,0,1,2
1218,31/03/2019,New York Rangers,78,3,0,Philadelphia Flyers,79,0,1,-,"19,437",2:21,1,2,0,0
1219,31/03/2019,Carolina Hurricanes,79,1,0,Pittsburgh Penguins,79,3,1,-,"18,616",2:40,0,0,1,2
1220,31/03/2019,Calgary Flames,79,5,0,San Jose Sharks,79,3,1,-,"17,313",2:22,1,2,0,0
1221,1/04/2019,Winnipeg Jets,79,4,0,Chicago Blackhawks,79,3,1,OT,"21,314",2:33,1,2,0,1
1222,1/04/2019,Washington Capitals,80,3,0,Florida Panthers,80,5,1,-,"14,376",2:27,0,0,1,2
1223,1/04/2019,Calgary Flames,80,7,0,Los Angeles Kings,79,2,1,-,"18,117",2:25,1,2,0,0
1224,1/04/2019,New York Rangers,79,2,0,New Jersey Devils,80,4,1,-,"14,776",2:33,0,0,1,2
1225,1/04/2019,Toronto Maple Leafs,79,2,0,New York Islanders,80,1,1,-,"13,917",2:28,1,2,0,0
1226,1/04/2019,Tampa Bay Lightning,79,5,0,Ottawa Senators,79,2,1,-,"13,628",2:23,1,2,0,0
1227,1/04/2019,Colorado Avalanche,79,2,0,St. Louis Blues,79,3,1,SO,"17,767",2:32,0,1,1,2
1228,1/04/2019,Edmonton Oilers,79,1,0,Vegas Golden Knights,80,3,1,-,"18,367",2:24,0,0,1,2
1229,2/04/2019,Los Angeles Kings,80,3,0,Arizona Coyotes,80,1,1,-,"14,687",2:26,1,2,0,0
1230,2/04/2019,Nashville Predators,80,3,0,Buffalo Sabres,80,2,1,-,"16,569",2:32,1,2,0,0
1231,2/04/2019,Boston Bruins,80,6,0,Columbus Blue Jackets,80,2,1,-,"18,890",2:32,1,2,0,0
1232,2/04/2019,Edmonton Oilers,80,2,0,Colorado Avalanche,80,6,1,-,"17,021",2:22,0,0,1,2
1233,2/04/2019,Philadelphia Flyers,80,2,0,Dallas Stars,80,6,1,-,"18,532",2:37,0,0,1,2
1234,2/04/2019,Pittsburgh Penguins,80,1,0,Detroit Red Wings,80,4,1,-,"19,515",2:27,0,0,1,2
1235,2/04/2019,Winnipeg Jets,80,1,0,Minnesota Wild,80,5,1,-,"18,590",2:22,0,0,1,2
1236,2/04/2019,Tampa Bay Lightning,80,2,0,Montreal Canadiens,80,4,1,-,"21,302",2:29,0,0,1,2
1237,2/04/2019,Carolina Hurricanes,80,4,0,Toronto Maple Leafs,80,1,1,-,"19,097",2:34,1,2,0,0
1238,2/04/2019,San Jose Sharks,80,2,0,Vancouver Canucks,80,4,1,-,"18,524",2:22,0,0,1,2
1239,3/04/2019,Calgary Flames,81,1,0,Anaheim Ducks,81,3,1,-,"17,174",2:19,0,0,1,2
1240,3/04/2019,St. Louis Blues,80,3,0,Chicago Blackhawks,80,4,1,SO,"21,482",2:39,0,1,1,2
1241,3/04/2019,Ottawa Senators,80,4,0,New York Rangers,80,1,1,-,"16,562",2:23,1,2,0,0
1242,4/04/2019,Ottawa Senators,81,2,0,Buffalo Sabres,81,5,1,-,"17,988",2:25,0,0,1,2
1243,4/04/2019,New Jersey Devils,81,1,0,Carolina Hurricanes,81,3,1,-,"17,645",2:25,0,0,1,2
1244,4/04/2019,Winnipeg Jets,81,2,0,Colorado Avalanche,81,3,1,OT,"18,003",2:33,0,1,1,2
1245,4/04/2019,San Jose Sharks,81,3,0,Edmonton Oilers,81,2,1,-,"18,347",2:27,1,2,0,0
1246,4/04/2019,New York Islanders,81,2,0,Florida Panthers,81,1,1,SO,"13,775",2:53,1,2,0,1
1247,4/04/2019,Boston Bruins,81,3,0,Minnesota Wild,81,0,1,-,"19,074",2:20,1,2,0,0
1248,4/04/2019,Vancouver Canucks,81,2,0,Nashville Predators,81,3,1,-,"17,669",2:24,0,0,1,2
1249,4/04/2019,Detroit Red Wings,81,1,0,Pittsburgh Penguins,81,4,1,-,"18,574",2:26,0,0,1,2
1250,4/04/2019,Philadelphia Flyers,81,3,0,St. Louis Blues,81,7,1,-,"18,203",2:34,0,0,1,2
1251,4/04/2019,Tampa Bay Lightning,81,3,0,Toronto Maple Leafs,81,1,1,-,"19,400",2:17,1,2,0,0
1252,4/04/2019,Arizona Coyotes,81,4,0,Vegas Golden Knights,81,1,1,-,"18,485",2:28,1,2,0,0
1253,4/04/2019,Montreal Canadiens,81,1,0,Washington Capitals,81,2,1,-,"18,506",2:22,0,0,1,2
1254,5/04/2019,Los Angeles Kings,81,2,0,Anaheim Ducks,82,5,1,-,"17,306",2:31,0,0,1,2
1255,5/04/2019,Dallas Stars,81,1,0,Chicago Blackhawks,81,6,1,-,"21,626",2:24,0,0,1,2
1256,5/04/2019,Columbus Blue Jackets,81,3,0,New York Rangers,81,2,1,SO,"17,341",2:43,1,2,0,1
1257,6/04/2019,Winnipeg Jets,82,4,0,Arizona Coyotes,82,2,1,-,"17,125",2:29,1,2,0,0
1258,6/04/2019,Tampa Bay Lightning,82,6,0,Boston Bruins,82,3,1,-,"17,565",2:23,1,2,0,0
1259,6/04/2019,Edmonton Oilers,82,3,0,Calgary Flames,82,1,1,-,"19,289",2:25,1,2,0,0
1260,6/04/2019,Minnesota Wild,82,0,0,Dallas Stars,82,3,1,-,"18,532",2:30,0,0,1,2
1261,6/04/2019,Buffalo Sabres,82,7,0,Detroit Red Wings,82,1,1,-,"19,515",2:22,1,2,0,0
1262,6/04/2019,New Jersey Devils,82,4,0,Florida Panthers,82,3,1,OT,"15,259",2:45,1,2,0,1
1263,6/04/2019,Vegas Golden Knights,82,2,0,Los Angeles Kings,82,5,1,-,"18,230",2:30,0,0,1,2
1264,6/04/2019,Toronto Maple Leafs,82,5,0,Montreal Canadiens,82,6,1,SO,"21,302",2:51,0,1,1,2
1265,6/04/2019,Chicago Blackhawks,82,2,0,Nashville Predators,82,5,1,-,"17,694",2:24,0,0,1,2
1266,6/04/2019,Columbus Blue Jackets,82,6,0,Ottawa Senators,82,2,1,-,"18,425",2:17,1,2,0,0
1267,6/04/2019,Carolina Hurricanes,82,4,0,Philadelphia Flyers,82,3,1,-,"19,433",2:25,1,2,0,0
1268,6/04/2019,New York Rangers,82,4,0,Pittsburgh Penguins,82,3,1,OT,"18,660",2:34,1,2,0,1
1269,6/04/2019,Colorado Avalanche,82,2,0,San Jose Sharks,82,5,1,-,"17,562",2:21,0,0,1,2
1270,6/04/2019,Vancouver Canucks,82,2,0,St. Louis Blues,82,3,1,SO,"17,970",2:35,0,1,1,2
1271,6/04/2019,New York Islanders,82,3,0,Washington Capitals,82,0,1,-,"18,506",2:17,1,2,0,0
