Game_Index,Date,Visitor,Game_No_V,Goals_V,H_Status_V,Home,Game_No_H,Goals_H,H_Status_H,Win_Type,Att,Lo_G,Result_Visitor,Pts_Visitor,Result_Home,Pts_Home
665,8/01/2019,New York Rangers,42,2,0,Vegas Golden Knights,46,4,1,-,18249,02:43:00,0,0,1,2
665,8/01/2019,Vegas Golden Knights,46,4,1,New York Rangers,42,2,0,-,18249,02:43:00,1,2,0,0
666,8/01/2019,Colorado Avalanche,43,4,0,Winnipeg Jets,42,7,1,-,15321,02:22:00,0,0,1,2
666,8/01/2019,Winnipeg Jets,42,7,1,Colorado Avalanche,43,4,0,-,15321,02:22:00,1,2,0,0
667,8/01/2019,Philadelphia Flyers,43,3,0,Washington Capitals,42,5,1,-,18506,02:37:00,0,0,1,2
667,8/01/2019,Washington Capitals,42,5,1,Philadelphia Flyers,43,3,0,-,18506,02:37:00,1,2,0,0
668,9/01/2019,Ottawa Senators,44,2,0,Anaheim Ducks,44,1,1,OT,17174,02:32:00,1,2,0,1
668,9/01/2019,Anaheim Ducks,44,1,1,Ottawa Senators,44,2,0,OT,17174,02:32:00,0,1,1,2
669,9/01/2019,Colorado Avalanche,44,3,0,Calgary Flames,45,5,1,-,18220,02:26:00,0,0,1,2
669,9/01/2019,Calgary Flames,45,5,1,Colorado Avalanche,44,3,0,-,18220,02:26:00,1,2,0,0
670,9/01/2019,Nashville Predators,45,4,0,Chicago Blackhawks,46,3,1,OT,21255,02:27:00,1,2,0,1
670,9/01/2019,Chicago Blackhawks,46,3,1,Nashville Predators,45,4,0,OT,21255,02:27:00,0,1,1,2
671,10/01/2019,Washington Capitals,43,4,0,Boston Bruins,44,2,1,-,17565,02:35:00,1,2,0,0
671,10/01/2019,Boston Bruins,44,2,1,Washington Capitals,43,4,0,-,17565,02:35:00,0,0,1,2
672,10/01/2019,Nashville Predators,46,3,0,Columbus Blue Jackets,43,4,1,OT,17065,02:35:00,0,1,1,2
672,10/01/2019,Columbus Blue Jackets,43,4,1,Nashville Predators,46,3,0,OT,17065,02:35:00,1,2,0,1
673,10/01/2019,Florida Panthers,42,3,0,Edmonton Oilers,44,4,1,SO,18347,02:38:00,0,1,1,2
673,10/01/2019,Edmonton Oilers,44,4,1,Florida Panthers,42,3,0,SO,18347,02:38:00,1,2,0,1
674,10/01/2019,Ottawa Senators,45,4,0,Los Angeles Kings,45,1,1,-,17713,02:31:00,1,2,0,0
674,10/01/2019,Los Angeles Kings,45,1,1,Ottawa Senators,45,4,0,-,17713,02:31:00,0,0,1,2
675,10/01/2019,Winnipeg Jets,43,2,0,Minnesota Wild,43,3,1,-,19072,02:25:00,0,0,1,2
675,10/01/2019,Minnesota Wild,43,3,1,Winnipeg Jets,43,2,0,-,19072,02:25:00,1,2,0,0
676,10/01/2019,Toronto Maple Leafs,43,4,0,New Jersey Devils,43,2,1,-,15280,02:34:00,1,2,0,0
676,10/01/2019,New Jersey Devils,43,2,1,Toronto Maple Leafs,43,4,0,-,15280,02:34:00,0,0,1,2
677,10/01/2019,New York Islanders,42,4,0,New York Rangers,43,3,1,-,17938,02:32:00,1,2,0,0
677,10/01/2019,New York Rangers,43,3,1,New York Islanders,42,4,0,-,17938,02:32:00,0,0,1,2
678,10/01/2019,Dallas Stars,45,1,0,Philadelphia Flyers,44,2,1,-,19448,02:28:00,0,0,1,2
678,10/01/2019,Philadelphia Flyers,44,2,1,Dallas Stars,45,1,0,-,19448,02:28:00,1,2,0,0
679,10/01/2019,Montreal Canadiens,45,1,0,St. Louis Blues,42,4,1,-,17839,02:28:00,0,0,1,2
679,10/01/2019,St. Louis Blues,42,4,1,Montreal Canadiens,45,1,0,-,17839,02:28:00,1,2,0,0
680,10/01/2019,Carolina Hurricanes,43,1,0,Tampa Bay Lightning,44,3,1,-,19092,02:34:00,0,0,1,2
680,10/01/2019,Tampa Bay Lightning,44,3,1,Carolina Hurricanes,43,1,0,-,19092,02:34:00,1,2,0,0
681,10/01/2019,Arizona Coyotes,43,4,0,Vancouver Canucks,46,3,1,OT,18527,02:33:00,1,2,0,1
681,10/01/2019,Vancouver Canucks,46,3,1,Arizona Coyotes,43,4,0,OT,18527,02:33:00,0,1,1,2
682,10/01/2019,San Jose Sharks,46,3,0,Vegas Golden Knights,47,2,1,-,18367,02:28:00,1,2,0,0
682,10/01/2019,Vegas Golden Knights,47,2,1,San Jose Sharks,46,3,0,-,18367,02:28:00,0,0,1,2
683,11/01/2019,Pittsburgh Penguins,44,7,0,Anaheim Ducks,45,4,1,-,17473,02:25:00,1,2,0,0
683,11/01/2019,Anaheim Ducks,45,4,1,Pittsburgh Penguins,44,7,0,-,17473,02:25:00,0,0,1,2
684,11/01/2019,Buffalo Sabres,44,3,0,Carolina Hurricanes,44,4,1,-,17199,02:30:00,0,0,1,2
684,11/01/2019,Carolina Hurricanes,44,4,1,Buffalo Sabres,44,3,0,-,17199,02:30:00,1,2,0,0
685,11/01/2019,Florida Panthers,43,3,0,Calgary Flames,46,4,1,-,18579,02:28:00,0,0,1,2
685,11/01/2019,Calgary Flames,46,4,1,Florida Panthers,43,3,0,-,18579,02:28:00,1,2,0,0
686,11/01/2019,Detroit Red Wings,46,2,0,Winnipeg Jets,44,4,1,-,15321,02:23:00,0,0,1,2
686,11/01/2019,Winnipeg Jets,44,4,1,Detroit Red Wings,46,2,0,-,15321,02:23:00,1,2,0,0
687,12/01/2019,Tampa Bay Lightning,45,5,0,Buffalo Sabres,45,3,1,-,19070,02:33:00,1,2,0,0
687,12/01/2019,Buffalo Sabres,45,3,1,Tampa Bay Lightning,45,5,0,-,19070,02:33:00,0,0,1,2
688,12/01/2019,Vegas Golden Knights,48,4,0,Chicago Blackhawks,47,3,1,OT,21760,02:31:00,1,2,0,1
688,12/01/2019,Chicago Blackhawks,47,3,1,Vegas Golden Knights,48,4,0,OT,21760,02:31:00,0,1,1,2
689,12/01/2019,St. Louis Blues,43,3,0,Dallas Stars,46,1,1,-,18124,02:27:00,1,2,0,0
689,12/01/2019,Dallas Stars,46,1,1,St. Louis Blues,43,3,0,-,18124,02:27:00,0,0,1,2
690,12/01/2019,Arizona Coyotes,44,3,0,Edmonton Oilers,45,2,1,-,18347,02:27:00,1,2,0,0
690,12/01/2019,Edmonton Oilers,45,2,1,Arizona Coyotes,44,3,0,-,18347,02:27:00,0,0,1,2
691,12/01/2019,Pittsburgh Penguins,45,2,0,Los Angeles Kings,46,5,1,-,18414,02:36:00,0,0,1,2
691,12/01/2019,Los Angeles Kings,46,5,1,Pittsburgh Penguins,45,2,0,-,18414,02:36:00,1,2,0,0
692,12/01/2019,Detroit Red Wings,47,5,0,Minnesota Wild,44,2,1,-,19087,02:28:00,1,2,0,0
692,12/01/2019,Minnesota Wild,44,2,1,Detroit Red Wings,47,5,0,-,19087,02:28:00,0,0,1,2
693,12/01/2019,Colorado Avalanche,45,0,0,Montreal Canadiens,46,3,1,-,21302,02:20:00,0,0,1,2
693,12/01/2019,Montreal Canadiens,46,3,1,Colorado Avalanche,45,0,0,-,21302,02:20:00,1,2,0,0
694,12/01/2019,Philadelphia Flyers,45,2,0,New Jersey Devils,44,3,1,-,16514,02:32:00,0,0,1,2
694,12/01/2019,New Jersey Devils,44,3,1,Philadelphia Flyers,45,2,0,-,16514,02:32:00,1,2,0,0
695,12/01/2019,New York Rangers,44,2,0,New York Islanders,43,1,1,-,15497,02:27:00,1,2,0,0
695,12/01/2019,New York Islanders,43,1,1,New York Rangers,44,2,0,-,15497,02:27:00,0,0,1,2
696,12/01/2019,Ottawa Senators,46,1,0,San Jose Sharks,47,4,1,-,17562,02:21:00,0,0,1,2
696,12/01/2019,San Jose Sharks,47,4,1,Ottawa Senators,46,1,0,-,17562,02:21:00,1,2,0,0
697,12/01/2019,Boston Bruins,45,3,0,Toronto Maple Leafs,44,2,1,-,19305,02:24:00,1,2,0,0
697,12/01/2019,Toronto Maple Leafs,44,2,1,Boston Bruins,45,3,0,-,19305,02:24:00,0,0,1,2
698,12/01/2019,Columbus Blue Jackets,44,2,0,Washington Capitals,44,1,1,OT,18506,02:40:00,1,2,0,1
698,12/01/2019,Washington Capitals,44,1,1,Columbus Blue Jackets,44,2,0,OT,18506,02:40:00,0,1,1,2
699,13/01/2019,Nashville Predators,47,3,0,Carolina Hurricanes,45,6,1,-,16347,02:31:00,0,0,1,2
699,13/01/2019,Carolina Hurricanes,45,6,1,Nashville Predators,47,3,0,-,16347,02:31:00,1,2,0,0
700,13/01/2019,New York Rangers,45,5,0,Columbus Blue Jackets,45,7,1,-,17417,02:33:00,0,0,1,2
700,13/01/2019,Columbus Blue Jackets,45,7,1,New York Rangers,45,5,0,-,17417,02:33:00,1,2,0,0
701,13/01/2019,Arizona Coyotes,45,1,0,Calgary Flames,47,7,1,-,17849,02:25:00,0,0,1,2
701,13/01/2019,Calgary Flames,47,7,1,Arizona Coyotes,45,1,0,-,17849,02:25:00,1,2,0,0
702,13/01/2019,Tampa Bay Lightning,46,1,0,New York Islanders,44,5,1,-,11193,02:28:00,0,0,1,2
702,13/01/2019,New York Islanders,44,5,1,Tampa Bay Lightning,46,1,0,-,11193,02:28:00,1,2,0,0
703,13/01/2019,Florida Panthers,44,1,0,Vancouver Canucks,47,5,1,-,18610,02:42:00,0,0,1,2
703,13/01/2019,Vancouver Canucks,47,5,1,Florida Panthers,44,1,0,-,18610,02:42:00,1,2,0,0
704,13/01/2019,Anaheim Ducks,46,3,0,Winnipeg Jets,45,4,1,OT,15321,02:33:00,0,1,1,2
704,13/01/2019,Winnipeg Jets,45,4,1,Anaheim Ducks,46,3,0,OT,15321,02:33:00,1,2,0,1
705,14/01/2019,Montreal Canadiens,47,3,0,Boston Bruins,46,2,1,OT,17565,02:37:00,1,2,0,1
705,14/01/2019,Boston Bruins,46,2,1,Montreal Canadiens,47,3,0,OT,17565,02:37:00,0,1,1,2
706,14/01/2019,Buffalo Sabres,46,2,0,Edmonton Oilers,46,7,1,-,18347,02:29:00,0,0,1,2
706,14/01/2019,Edmonton Oilers,46,7,1,Buffalo Sabres,46,2,0,-,18347,02:29:00,1,2,0,0
707,14/01/2019,Chicago Blackhawks,48,5,0,New Jersey Devils,45,8,1,-,15204,02:29:00,0,0,1,2
707,14/01/2019,New Jersey Devils,45,8,1,Chicago Blackhawks,48,5,0,-,15204,02:29:00,1,2,0,0
708,14/01/2019,Minnesota Wild,45,4,0,Philadelphia Flyers,46,7,1,-,19123,02:42:00,0,0,1,2
708,14/01/2019,Philadelphia Flyers,46,7,1,Minnesota Wild,45,4,0,-,19123,02:42:00,1,2,0,0
709,14/01/2019,Colorado Avalanche,46,6,0,Toronto Maple Leafs,45,3,1,-,19248,02:26:00,1,2,0,0
709,14/01/2019,Toronto Maple Leafs,45,3,1,Colorado Avalanche,46,6,0,-,19248,02:26:00,0,0,1,2
710,14/01/2019,St. Louis Blues,44,4,0,Washington Capitals,45,1,1,-,18506,02:26:00,1,2,0,0
710,14/01/2019,Washington Capitals,45,1,1,St. Louis Blues,44,4,0,-,18506,02:26:00,0,0,1,2
711,15/01/2019,New Jersey Devils,46,1,0,Columbus Blue Jackets,46,4,1,-,16377,02:25:00,0,0,1,2
711,15/01/2019,Columbus Blue Jackets,46,4,1,New Jersey Devils,46,1,0,-,16377,02:25:00,1,2,0,0
712,15/01/2019,Tampa Bay Lightning,47,2,0,Dallas Stars,47,0,1,-,18021,02:27:00,1,2,0,0
712,15/01/2019,Dallas Stars,47,0,1,Tampa Bay Lightning,47,2,0,-,18021,02:27:00,0,0,1,2
713,15/01/2019,Anaheim Ducks,47,1,0,Detroit Red Wings,48,3,1,-,19515,02:25:00,0,0,1,2
713,15/01/2019,Detroit Red Wings,48,3,1,Anaheim Ducks,47,1,0,-,19515,02:25:00,1,2,0,0
714,15/01/2019,Los Angeles Kings,47,2,0,Minnesota Wild,46,3,1,SO,19017,02:45:00,0,1,1,2
714,15/01/2019,Minnesota Wild,46,3,1,Los Angeles Kings,47,2,0,SO,19017,02:45:00,1,2,0,1
715,15/01/2019,Florida Panthers,45,1,0,Montreal Canadiens,48,5,1,-,20576,02:35:00,0,0,1,2
715,15/01/2019,Montreal Canadiens,48,5,1,Florida Panthers,45,1,0,-,20576,02:35:00,1,2,0,0
716,15/01/2019,Washington Capitals,46,2,0,Nashville Predators,48,7,1,-,17336,02:33:00,0,0,1,2
716,15/01/2019,Nashville Predators,48,7,1,Washington Capitals,46,2,0,-,17336,02:33:00,1,2,0,0
717,15/01/2019,St. Louis Blues,45,1,0,New York Islanders,45,2,1,OT,10042,02:29:00,0,1,1,2
717,15/01/2019,New York Islanders,45,2,1,St. Louis Blues,45,1,0,OT,10042,02:29:00,1,2,0,1
718,15/01/2019,Carolina Hurricanes,46,2,0,New York Rangers,46,6,1,-,17636,02:26:00,0,0,1,2
718,15/01/2019,New York Rangers,46,6,1,Carolina Hurricanes,46,2,0,-,17636,02:26:00,1,2,0,0
719,15/01/2019,Pittsburgh Penguins,46,2,0,San Jose Sharks,48,5,1,-,17292,02:22:00,0,0,1,2
719,15/01/2019,San Jose Sharks,48,5,1,Pittsburgh Penguins,46,2,0,-,17292,02:22:00,1,2,0,0
720,15/01/2019,Vegas Golden Knights,49,1,0,Winnipeg Jets,46,4,1,-,15321,02:27:00,0,0,1,2
720,15/01/2019,Winnipeg Jets,46,4,1,Vegas Golden Knights,49,1,0,-,15321,02:27:00,1,2,0,0
721,16/01/2019,San Jose Sharks,49,3,0,Arizona Coyotes,46,6,1,-,13342,02:29:00,0,0,1,2
721,16/01/2019,Arizona Coyotes,46,6,1,San Jose Sharks,49,3,0,-,13342,02:29:00,1,2,0,0
722,16/01/2019,Buffalo Sabres,47,4,0,Calgary Flames,48,3,1,OT,18286,02:34:00,1,2,0,1
722,16/01/2019,Calgary Flames,48,3,1,Buffalo Sabres,47,4,0,OT,18286,02:34:00,0,1,1,2
723,16/01/2019,Colorado Avalanche,47,2,0,Ottawa Senators,47,5,1,-,14468,02:29:00,0,0,1,2
723,16/01/2019,Ottawa Senators,47,5,1,Colorado Avalanche,47,2,0,-,14468,02:29:00,1,2,0,0
724,16/01/2019,Boston Bruins,47,3,0,Philadelphia Flyers,47,4,1,-,19297,02:55:00,0,0,1,2
724,16/01/2019,Philadelphia Flyers,47,4,1,Boston Bruins,47,3,0,-,19297,02:55:00,1,2,0,0
725,16/01/2019,Edmonton Oilers,47,3,0,Vancouver Canucks,48,2,1,SO,18166,02:50:00,1,2,0,1
725,16/01/2019,Vancouver Canucks,48,2,1,Edmonton Oilers,47,3,0,SO,18166,02:50:00,0,1,1,2
726,17/01/2019,St. Louis Blues,46,2,0,Boston Bruins,48,5,1,-,17565,02:24:00,0,0,1,2
726,17/01/2019,Boston Bruins,48,5,1,St. Louis Blues,46,2,0,-,17565,02:24:00,1,2,0,0
727,17/01/2019,Los Angeles Kings,48,2,0,Dallas Stars,48,1,1,-,18045,02:32:00,1,2,0,0
727,17/01/2019,Dallas Stars,48,1,1,Los Angeles Kings,48,2,0,-,18045,02:32:00,0,0,1,2
728,17/01/2019,Anaheim Ducks,48,3,0,Minnesota Wild,47,0,1,-,18907,02:24:00,1,2,0,0
728,17/01/2019,Minnesota Wild,47,0,1,Anaheim Ducks,48,3,0,-,18907,02:24:00,0,0,1,2
729,17/01/2019,Winnipeg Jets,47,5,0,Nashville Predators,49,1,1,-,17507,02:33:00,1,2,0,0
729,17/01/2019,Nashville Predators,49,1,1,Winnipeg Jets,47,5,0,-,17507,02:33:00,0,0,1,2
730,17/01/2019,New Jersey Devils,47,1,0,New York Islanders,46,4,1,-,12088,02:21:00,0,0,1,2
730,17/01/2019,New York Islanders,46,4,1,New Jersey Devils,47,1,0,-,12088,02:21:00,1,2,0,0
731,17/01/2019,Chicago Blackhawks,49,3,0,New York Rangers,47,4,1,-,17434,02:32:00,0,0,1,2
731,17/01/2019,New York Rangers,47,4,1,Chicago Blackhawks,49,3,0,-,17434,02:32:00,1,2,0,0
732,17/01/2019,Toronto Maple Leafs,46,4,0,Tampa Bay Lightning,48,2,1,-,19092,02:34:00,1,2,0,0
732,17/01/2019,Tampa Bay Lightning,48,2,1,Toronto Maple Leafs,46,4,0,-,19092,02:34:00,0,0,1,2
733,18/01/2019,Pittsburgh Penguins,47,3,0,Arizona Coyotes,47,2,1,OT,14757,02:38:00,1,2,0,1
733,18/01/2019,Arizona Coyotes,47,2,1,Pittsburgh Penguins,47,3,0,OT,14757,02:38:00,0,1,1,2
734,18/01/2019,Ottawa Senators,48,4,0,Carolina Hurricanes,47,1,1,-,15598,02:22:00,1,2,0,0
734,18/01/2019,Carolina Hurricanes,47,1,1,Ottawa Senators,48,4,0,-,15598,02:22:00,0,0,1,2
735,18/01/2019,Montreal Canadiens,49,4,0,Columbus Blue Jackets,47,1,1,-,18892,02:25:00,1,2,0,0
735,18/01/2019,Columbus Blue Jackets,47,1,1,Montreal Canadiens,49,4,0,-,18892,02:25:00,0,0,1,2
736,18/01/2019,Detroit Red Wings,49,4,0,Calgary Flames,49,6,1,-,19289,02:38:00,0,0,1,2
736,18/01/2019,Calgary Flames,49,6,1,Detroit Red Wings,49,4,0,-,19289,02:38:00,1,2,0,0
737,18/01/2019,Toronto Maple Leafs,47,1,0,Florida Panthers,46,3,1,-,16741,02:23:00,0,0,1,2
737,18/01/2019,Florida Panthers,46,3,1,Toronto Maple Leafs,47,1,0,-,16741,02:23:00,1,2,0,0
738,18/01/2019,Buffalo Sabres,48,3,0,Vancouver Canucks,49,4,1,-,18176,02:26:00,0,0,1,2
738,18/01/2019,Vancouver Canucks,49,4,1,Buffalo Sabres,48,3,0,-,18176,02:26:00,1,2,0,0
739,18/01/2019,New York Islanders,47,2,0,Washington Capitals,47,0,1,-,18605,02:17:00,1,2,0,0
739,18/01/2019,Washington Capitals,47,0,1,New York Islanders,47,2,0,-,18605,02:17:00,0,0,1,2
740,19/01/2019,New York Rangers,48,3,0,Boston Bruins,49,2,1,-,17565,02:39:00,1,2,0,0
740,19/01/2019,Boston Bruins,49,2,1,New York Rangers,48,3,0,-,17565,02:39:00,0,0,1,2
741,19/01/2019,Los Angeles Kings,49,1,0,Colorado Avalanche,48,7,1,-,18043,02:34:00,0,0,1,2
741,19/01/2019,Colorado Avalanche,48,7,1,Los Angeles Kings,49,1,0,-,18043,02:34:00,1,2,0,0
742,19/01/2019,Winnipeg Jets,48,2,0,Dallas Stars,49,4,1,-,18532,02:38:00,0,0,1,2
742,19/01/2019,Dallas Stars,49,4,1,Winnipeg Jets,48,2,0,-,18532,02:38:00,1,2,0,0
743,19/01/2019,Calgary Flames,50,5,0,Edmonton Oilers,48,2,1,-,18347,02:35:00,1,2,0,0
743,19/01/2019,Edmonton Oilers,48,2,1,Calgary Flames,50,5,0,-,18347,02:35:00,0,0,1,2
744,19/01/2019,Columbus Blue Jackets,48,1,0,Minnesota Wild,48,2,1,-,19054,02:27:00,0,0,1,2
744,19/01/2019,Minnesota Wild,48,2,1,Columbus Blue Jackets,48,1,0,-,19054,02:27:00,1,2,0,0
745,19/01/2019,Philadelphia Flyers,48,5,0,Montreal Canadiens,50,2,1,-,21302,02:19:00,1,2,0,0
745,19/01/2019,Montreal Canadiens,50,2,1,Philadelphia Flyers,48,5,0,-,21302,02:19:00,0,0,1,2
746,19/01/2019,Anaheim Ducks,49,3,0,New Jersey Devils,48,2,1,-,15231,02:23:00,1,2,0,0
746,19/01/2019,New Jersey Devils,48,2,1,Anaheim Ducks,49,3,0,-,15231,02:23:00,0,0,1,2
747,19/01/2019,Florida Panthers,47,4,0,Nashville Predators,50,2,1,-,17716,02:33:00,1,2,0,0
747,19/01/2019,Nashville Predators,50,2,1,Florida Panthers,47,4,0,-,17716,02:33:00,0,0,1,2
748,19/01/2019,Ottawa Senators,49,2,0,St. Louis Blues,47,3,1,-,17690,02:34:00,0,0,1,2
748,19/01/2019,St. Louis Blues,47,3,1,Ottawa Senators,49,2,0,-,17690,02:34:00,1,2,0,0
749,19/01/2019,San Jose Sharks,50,3,0,Tampa Bay Lightning,49,6,1,-,19092,02:29:00,0,0,1,2
749,19/01/2019,Tampa Bay Lightning,49,6,1,San Jose Sharks,50,3,0,-,19092,02:29:00,1,2,0,0
750,19/01/2019,Pittsburgh Penguins,48,3,0,Vegas Golden Knights,50,7,1,-,18511,02:36:00,0,0,1,2
750,19/01/2019,Vegas Golden Knights,50,7,1,Pittsburgh Penguins,48,3,0,-,18511,02:36:00,1,2,0,0
751,20/01/2019,Washington Capitals,48,5,0,Chicago Blackhawks,50,8,1,-,21316,02:36:00,0,0,1,2
751,20/01/2019,Chicago Blackhawks,50,8,1,Washington Capitals,48,5,0,-,21316,02:36:00,1,2,0,0
752,20/01/2019,Carolina Hurricanes,48,7,0,Edmonton Oilers,49,4,1,-,18347,02:28:00,1,2,0,0
752,20/01/2019,Edmonton Oilers,49,4,1,Carolina Hurricanes,48,7,0,-,18347,02:28:00,0,0,1,2
753,20/01/2019,Anaheim Ducks,50,0,0,New York Islanders,48,3,1,-,13917,02:21:00,0,0,1,2
753,20/01/2019,New York Islanders,48,3,1,Anaheim Ducks,50,0,0,-,13917,02:21:00,1,2,0,0
754,20/01/2019,Arizona Coyotes,48,4,0,Toronto Maple Leafs,48,2,1,-,19165,02:23:00,1,2,0,0
754,20/01/2019,Toronto Maple Leafs,48,2,1,Arizona Coyotes,48,4,0,-,19165,02:23:00,0,0,1,2
755,20/01/2019,Detroit Red Wings,50,2,0,Vancouver Canucks,50,3,1,-,18865,02:32:00,0,0,1,2
755,20/01/2019,Vancouver Canucks,50,3,1,Detroit Red Wings,50,2,0,-,18865,02:32:00,1,2,0,0
756,21/01/2019,Nashville Predators,51,4,0,Colorado Avalanche,49,1,1,-,18018,02:28:00,1,2,0,0
756,21/01/2019,Colorado Avalanche,49,1,1,Nashville Predators,51,4,0,-,18018,02:28:00,0,0,1,2
757,21/01/2019,San Jose Sharks,51,2,0,Florida Panthers,48,6,1,-,14014,02:33:00,0,0,1,2
757,21/01/2019,Florida Panthers,48,6,1,San Jose Sharks,51,2,0,-,14014,02:33:00,1,2,0,0
758,21/01/2019,St. Louis Blues,48,3,0,Los Angeles Kings,50,4,1,-,18230,02:33:00,0,0,1,2
758,21/01/2019,Los Angeles Kings,50,4,1,St. Louis Blues,48,3,0,-,18230,02:33:00,1,2,0,0
759,21/01/2019,Minnesota Wild,49,4,0,Vegas Golden Knights,51,2,1,-,18328,02:40:00,1,2,0,0
759,21/01/2019,Vegas Golden Knights,51,2,1,Minnesota Wild,49,4,0,-,18328,02:40:00,0,0,1,2
760,22/01/2019,Carolina Hurricanes,49,2,0,Calgary Flames,51,3,1,OT,18508,02:36:00,0,1,1,2
760,22/01/2019,Calgary Flames,51,3,1,Carolina Hurricanes,49,2,0,OT,18508,02:36:00,1,2,0,1
761,22/01/2019,New York Islanders,49,2,0,Chicago Blackhawks,51,3,1,SO,21330,02:36:00,0,1,1,2
761,22/01/2019,Chicago Blackhawks,51,3,1,New York Islanders,49,2,0,SO,21330,02:36:00,1,2,0,1
762,22/01/2019,Detroit Red Wings,51,3,0,Edmonton Oilers,50,2,1,-,18347,02:27:00,1,2,0,0
762,22/01/2019,Edmonton Oilers,50,2,1,Detroit Red Wings,51,3,0,-,18347,02:27:00,0,0,1,2
763,22/01/2019,Arizona Coyotes,49,3,0,Ottawa Senators,50,2,1,-,12236,02:27:00,1,2,0,0
763,22/01/2019,Ottawa Senators,50,2,1,Arizona Coyotes,49,3,0,-,12236,02:27:00,0,0,1,2
764,22/01/2019,San Jose Sharks,52,7,0,Washington Capitals,49,6,1,OT,18506,02:39:00,1,2,0,1
764,22/01/2019,Washington Capitals,49,6,1,San Jose Sharks,52,7,0,OT,18506,02:39:00,0,1,1,2
765,23/01/2019,St. Louis Blues,49,5,0,Anaheim Ducks,51,1,1,-,16795,02:21:00,1,2,0,0
765,23/01/2019,Anaheim Ducks,51,1,1,St. Louis Blues,49,5,0,-,16795,02:21:00,0,0,1,2
766,23/01/2019,Minnesota Wild,50,5,0,Colorado Avalanche,50,2,1,-,17310,02:34:00,1,2,0,0
766,23/01/2019,Colorado Avalanche,50,2,1,Minnesota Wild,50,5,0,-,17310,02:34:00,0,0,1,2
767,23/01/2019,Arizona Coyotes,50,1,0,Montreal Canadiens,51,2,1,-,21002,02:23:00,0,0,1,2
767,23/01/2019,Montreal Canadiens,51,2,1,Arizona Coyotes,50,1,0,-,21002,02:23:00,1,2,0,0
768,23/01/2019,Washington Capitals,50,3,0,Toronto Maple Leafs,49,6,1,-,19148,02:28:00,0,0,1,2
768,23/01/2019,Toronto Maple Leafs,49,6,1,Washington Capitals,50,3,0,-,19148,02:28:00,1,2,0,0
769,23/01/2019,Carolina Hurricanes,50,5,0,Vancouver Canucks,51,2,1,-,18373,02:32:00,1,2,0,0
769,23/01/2019,Vancouver Canucks,51,2,1,Carolina Hurricanes,50,5,0,-,18373,02:32:00,0,0,1,2
770,23/01/2019,Nashville Predators,52,2,0,Vegas Golden Knights,52,1,1,-,18477,02:37:00,1,2,0,0
770,23/01/2019,Vegas Golden Knights,52,1,1,Nashville Predators,52,2,0,-,18477,02:37:00,0,0,1,2
771,28/01/2019,Winnipeg Jets,49,1,0,Philadelphia Flyers,49,3,1,-,19087,02:30:00,0,0,1,2
771,28/01/2019,Philadelphia Flyers,49,3,1,Winnipeg Jets,49,1,0,-,19087,02:30:00,1,2,0,0
772,28/01/2019,New Jersey Devils,49,6,0,Pittsburgh Penguins,49,3,1,-,18609,02:32:00,1,2,0,0
772,28/01/2019,Pittsburgh Penguins,49,3,1,New Jersey Devils,49,6,0,-,18609,02:32:00,0,0,1,2
773,29/01/2019,Winnipeg Jets,50,4,0,Boston Bruins,50,3,1,SO,17565,02:52:00,1,2,0,1
773,29/01/2019,Boston Bruins,50,3,1,Winnipeg Jets,50,4,0,SO,17565,02:52:00,0,1,1,2
774,29/01/2019,Buffalo Sabres,49,5,0,Columbus Blue Jackets,49,4,1,-,15615,02:27:00,1,2,0,0
774,29/01/2019,Columbus Blue Jackets,49,4,1,Buffalo Sabres,49,5,0,-,15615,02:27:00,0,0,1,2
775,29/01/2019,Philadelphia Flyers,50,1,0,New York Rangers,49,0,1,-,17163,02:28:00,1,2,0,0
775,29/01/2019,New York Rangers,49,0,1,Philadelphia Flyers,50,1,0,-,17163,02:28:00,0,0,1,2
776,30/01/2019,Buffalo Sabres,50,0,0,Dallas Stars,50,1,1,-,17986,02:28:00,0,0,1,2
776,30/01/2019,Dallas Stars,50,1,1,Buffalo Sabres,50,0,0,-,17986,02:28:00,1,2,0,0
777,30/01/2019,Tampa Bay Lightning,50,2,0,Pittsburgh Penguins,50,4,1,-,18514,02:29:00,0,0,1,2
777,30/01/2019,Pittsburgh Penguins,50,4,1,Tampa Bay Lightning,50,2,0,-,18514,02:29:00,1,2,0,0
778,31/01/2019,Philadelphia Flyers,51,3,0,Boston Bruins,51,2,1,OT,17565,02:34:00,1,2,0,1
778,31/01/2019,Boston Bruins,51,2,1,Philadelphia Flyers,51,3,0,OT,17565,02:34:00,0,1,1,2
779,31/01/2019,New York Rangers,50,4,0,New Jersey Devils,50,3,1,-,16514,02:30:00,1,2,0,0
779,31/01/2019,New Jersey Devils,50,3,1,New York Rangers,50,4,0,-,16514,02:30:00,0,0,1,2
780,31/01/2019,Columbus Blue Jackets,50,3,0,Winnipeg Jets,51,4,1,-,15321,02:24:00,0,0,1,2
780,31/01/2019,Winnipeg Jets,51,4,1,Columbus Blue Jackets,50,3,0,-,15321,02:24:00,1,2,0,0
781,1/02/2019,Chicago Blackhawks,52,7,0,Buffalo Sabres,51,3,1,-,18205,02:26:00,1,2,0,0
781,1/02/2019,Buffalo Sabres,51,3,1,Chicago Blackhawks,52,7,0,-,18205,02:26:00,0,0,1,2
