Game_Index,Date,Visitor,Game_No_V,Goals_V,H_Status_V,Home,Game_No_H,Goals_H,H_Status_H,Win_Type,Att,Lo_G,Result_Visitor,Pts_Visitor,Result_Home,Pts_Home
983,27/02/2019,Edmonton Oilers,63,2,0,Toronto Maple Leafs,63,6,1,-,19356,02:28:00,0,0,1,2
983,27/02/2019,Toronto Maple Leafs,63,6,1,Edmonton Oilers,63,2,0,-,19356,02:28:00,1,2,0,0
984,28/02/2019,Vancouver Canucks,65,2,0,Arizona Coyotes,64,5,1,-,12767,02:26:00,0,0,1,2
984,28/02/2019,Arizona Coyotes,64,5,1,Vancouver Canucks,65,2,0,-,12767,02:26:00,1,2,0,0
985,28/02/2019,Tampa Bay Lightning,65,1,0,Boston Bruins,64,4,1,-,17565,02:25:00,0,0,1,2
985,28/02/2019,Boston Bruins,64,4,1,Tampa Bay Lightning,65,1,0,-,17565,02:25:00,1,2,0,0
986,28/02/2019,Philadelphia Flyers,64,3,0,Columbus Blue Jackets,63,4,1,OT,17169,02:46:00,0,1,1,2
986,28/02/2019,Columbus Blue Jackets,63,4,1,Philadelphia Flyers,64,3,0,OT,17169,02:46:00,1,2,0,1
987,28/02/2019,Dallas Stars,64,4,0,Los Angeles Kings,64,3,1,OT,18230,02:39:00,1,2,0,1
987,28/02/2019,Los Angeles Kings,64,3,1,Dallas Stars,64,4,0,OT,18230,02:39:00,0,1,1,2
988,28/02/2019,Toronto Maple Leafs,64,1,0,New York Islanders,63,6,1,-,13917,02:40:00,0,0,1,2
988,28/02/2019,New York Islanders,63,6,1,Toronto Maple Leafs,64,1,0,-,13917,02:40:00,1,2,0,0
989,28/02/2019,Edmonton Oilers,64,4,0,Ottawa Senators,64,2,1,-,18358,02:24:00,1,2,0,0
989,28/02/2019,Ottawa Senators,64,2,1,Edmonton Oilers,64,4,0,-,18358,02:24:00,0,0,1,2
990,28/02/2019,Florida Panthers,63,5,0,Vegas Golden Knights,65,6,1,SO,18281,02:50:00,0,1,1,2
990,28/02/2019,Vegas Golden Knights,65,6,1,Florida Panthers,63,5,0,SO,18281,02:50:00,1,2,0,1
991,1/03/2019,Vegas Golden Knights,66,3,0,Anaheim Ducks,65,0,1,-,16456,02:22:00,1,2,0,0
991,1/03/2019,Anaheim Ducks,65,0,1,Vegas Golden Knights,66,3,0,-,16456,02:22:00,0,0,1,2
992,1/03/2019,Pittsburgh Penguins,64,3,0,Buffalo Sabres,64,4,1,OT,19070,02:41:00,0,1,1,2
992,1/03/2019,Buffalo Sabres,64,4,1,Pittsburgh Penguins,64,3,0,OT,19070,02:41:00,1,2,0,1
993,1/03/2019,St. Louis Blues,64,2,0,Carolina Hurricanes,64,5,1,-,15363,02:30:00,0,0,1,2
993,1/03/2019,Carolina Hurricanes,64,5,1,St. Louis Blues,64,2,0,-,15363,02:30:00,1,2,0,0
994,1/03/2019,Philadelphia Flyers,65,6,0,New Jersey Devils,65,3,1,-,15247,02:33:00,1,2,0,0
994,1/03/2019,New Jersey Devils,65,3,1,Philadelphia Flyers,65,6,0,-,15247,02:33:00,0,0,1,2
995,1/03/2019,Washington Capitals,65,3,0,New York Islanders,64,1,1,-,13971,02:31:00,1,2,0,0
995,1/03/2019,New York Islanders,64,1,1,Washington Capitals,65,3,0,-,13971,02:31:00,0,0,1,2
996,1/03/2019,Montreal Canadiens,65,4,0,New York Rangers,64,2,1,-,17334,02:23:00,1,2,0,0
996,1/03/2019,New York Rangers,64,2,1,Montreal Canadiens,65,4,0,-,17334,02:23:00,0,0,1,2
997,1/03/2019,Colorado Avalanche,65,3,0,San Jose Sharks,65,4,1,-,17351,02:27:00,0,0,1,2
997,1/03/2019,San Jose Sharks,65,4,1,Colorado Avalanche,65,3,0,-,17351,02:27:00,1,2,0,0
998,1/03/2019,Nashville Predators,67,3,0,Winnipeg Jets,64,5,1,-,15321,02:34:00,0,0,1,2
998,1/03/2019,Winnipeg Jets,64,5,1,Nashville Predators,67,3,0,-,15321,02:34:00,1,2,0,0
999,2/03/2019,Detroit Red Wings,65,1,0,Arizona Coyotes,65,3,1,-,15552,02:33:00,0,0,1,2
999,2/03/2019,Arizona Coyotes,65,3,1,Detroit Red Wings,65,1,0,-,15552,02:33:00,1,2,0,0
1000,2/03/2019,New Jersey Devils,66,0,0,Boston Bruins,65,1,1,-,17565,02:21:00,0,0,1,2
1000,2/03/2019,Boston Bruins,65,1,1,New Jersey Devils,66,0,0,-,17565,02:21:00,1,2,0,0
1001,2/03/2019,Edmonton Oilers,65,4,0,Columbus Blue Jackets,64,0,1,-,18628,02:22:00,1,2,0,0
1001,2/03/2019,Columbus Blue Jackets,64,0,1,Edmonton Oilers,65,4,0,-,18628,02:22:00,0,0,1,2
1002,2/03/2019,Minnesota Wild,65,4,0,Calgary Flames,65,2,1,-,19289,02:38:00,1,2,0,0
1002,2/03/2019,Calgary Flames,65,2,1,Minnesota Wild,65,4,0,-,19289,02:38:00,0,0,1,2
1003,2/03/2019,Carolina Hurricanes,65,4,0,Florida Panthers,64,3,1,OT,13923,02:29:00,1,2,0,1
1003,2/03/2019,Florida Panthers,64,3,1,Carolina Hurricanes,65,4,0,OT,13923,02:29:00,0,1,1,2
1004,2/03/2019,Chicago Blackhawks,65,3,0,Los Angeles Kings,65,6,1,-,18230,02:24:00,0,0,1,2
1004,2/03/2019,Los Angeles Kings,65,6,1,Chicago Blackhawks,65,3,0,-,18230,02:24:00,1,2,0,0
1005,2/03/2019,Pittsburgh Penguins,65,5,0,Montreal Canadiens,66,1,1,-,21302,02:28:00,1,2,0,0
1005,2/03/2019,Montreal Canadiens,66,1,1,Pittsburgh Penguins,65,5,0,-,21302,02:28:00,0,0,1,2
1006,2/03/2019,Dallas Stars,65,4,0,St. Louis Blues,65,1,1,-,18166,02:32:00,1,2,0,0
1006,2/03/2019,St. Louis Blues,65,1,1,Dallas Stars,65,4,0,-,18166,02:32:00,0,0,1,2
1007,2/03/2019,Ottawa Senators,65,1,0,Tampa Bay Lightning,66,5,1,-,19092,02:34:00,0,0,1,2
1007,2/03/2019,Tampa Bay Lightning,66,5,1,Ottawa Senators,65,1,0,-,19092,02:34:00,1,2,0,0
1008,2/03/2019,Buffalo Sabres,65,2,0,Toronto Maple Leafs,65,5,1,-,19088,02:27:00,0,0,1,2
1008,2/03/2019,Toronto Maple Leafs,65,5,1,Buffalo Sabres,65,2,0,-,19088,02:27:00,1,2,0,0
1009,3/03/2019,Colorado Avalanche,66,1,0,Anaheim Ducks,66,2,1,-,16690,02:30:00,0,0,1,2
1009,3/03/2019,Anaheim Ducks,66,2,1,Colorado Avalanche,66,1,0,-,16690,02:30:00,1,2,0,0
1010,3/03/2019,Winnipeg Jets,65,5,0,Columbus Blue Jackets,65,2,1,-,16091,02:24:00,1,2,0,0
1010,3/03/2019,Columbus Blue Jackets,65,2,1,Winnipeg Jets,65,5,0,-,16091,02:24:00,0,0,1,2
1011,3/03/2019,Ottawa Senators,66,3,0,Florida Panthers,65,2,1,-,11752,02:28:00,1,2,0,0
1011,3/03/2019,Florida Panthers,65,2,1,Ottawa Senators,66,3,0,-,11752,02:28:00,0,0,1,2
1012,3/03/2019,Nashville Predators,68,3,0,Minnesota Wild,66,2,1,SO,18885,02:34:00,1,2,0,1
1012,3/03/2019,Minnesota Wild,66,2,1,Nashville Predators,68,3,0,SO,18885,02:34:00,0,1,1,2
1013,3/03/2019,Philadelphia Flyers,66,4,0,New York Islanders,65,1,1,-,13917,02:31:00,1,2,0,0
1013,3/03/2019,New York Islanders,65,1,1,Philadelphia Flyers,66,4,0,-,13917,02:31:00,0,0,1,2
1014,3/03/2019,Washington Capitals,66,3,0,New York Rangers,65,2,1,SO,17517,02:42:00,1,2,0,1
1014,3/03/2019,New York Rangers,65,2,1,Washington Capitals,66,3,0,SO,17517,02:42:00,0,1,1,2
1015,3/03/2019,Chicago Blackhawks,66,2,0,San Jose Sharks,66,5,1,-,17252,02:17:00,0,0,1,2
1015,3/03/2019,San Jose Sharks,66,5,1,Chicago Blackhawks,66,2,0,-,17252,02:17:00,1,2,0,0
1016,3/03/2019,Vancouver Canucks,66,0,0,Vegas Golden Knights,67,3,1,-,18303,02:26:00,0,0,1,2
1016,3/03/2019,Vegas Golden Knights,67,3,1,Vancouver Canucks,66,0,0,-,18303,02:26:00,1,2,0,0
1017,4/03/2019,Edmonton Oilers,66,4,0,Buffalo Sabres,66,3,1,-,17775,02:32:00,1,2,0,0
1017,4/03/2019,Buffalo Sabres,66,3,1,Edmonton Oilers,66,4,0,-,17775,02:32:00,0,0,1,2
1018,4/03/2019,Toronto Maple Leafs,66,6,0,Calgary Flames,66,2,1,-,19289,02:31:00,1,2,0,0
1018,4/03/2019,Calgary Flames,66,2,1,Toronto Maple Leafs,66,6,0,-,19289,02:31:00,0,0,1,2
1019,5/03/2019,Anaheim Ducks,67,3,0,Arizona Coyotes,66,1,1,-,11305,02:31:00,1,2,0,0
1019,5/03/2019,Arizona Coyotes,66,1,1,Anaheim Ducks,67,3,0,-,11305,02:31:00,0,0,1,2
1020,5/03/2019,Carolina Hurricanes,66,3,0,Boston Bruins,66,4,1,OT,17565,02:38:00,0,1,1,2
1020,5/03/2019,Boston Bruins,66,4,1,Carolina Hurricanes,66,3,0,OT,17565,02:38:00,1,2,0,1
1021,5/03/2019,Detroit Red Wings,66,3,0,Colorado Avalanche,67,4,1,OT,18011,02:36:00,0,1,1,2
1021,5/03/2019,Colorado Avalanche,67,4,1,Detroit Red Wings,66,3,0,OT,18011,02:36:00,1,2,0,1
1022,5/03/2019,New York Rangers,66,0,0,Dallas Stars,66,1,1,-,17974,02:29:00,0,0,1,2
1022,5/03/2019,Dallas Stars,66,1,1,New York Rangers,66,0,0,-,17974,02:29:00,1,2,0,0
1023,5/03/2019,Montreal Canadiens,67,3,0,Los Angeles Kings,66,1,1,-,17764,02:22:00,1,2,0,0
1023,5/03/2019,Los Angeles Kings,66,1,1,Montreal Canadiens,67,3,0,-,17764,02:22:00,0,0,1,2
1024,5/03/2019,Columbus Blue Jackets,66,2,0,New Jersey Devils,67,1,1,SO,12085,02:37:00,1,2,0,1
1024,5/03/2019,New Jersey Devils,67,1,1,Columbus Blue Jackets,66,2,0,SO,12085,02:37:00,0,1,1,2
1025,5/03/2019,Minnesota Wild,67,4,0,Nashville Predators,69,5,1,SO,17668,02:43:00,0,1,1,2
1025,5/03/2019,Nashville Predators,69,5,1,Minnesota Wild,67,4,0,SO,17668,02:43:00,1,2,0,1
1026,5/03/2019,Ottawa Senators,67,4,0,New York Islanders,66,5,1,SO,11445,02:33:00,0,1,1,2
1026,5/03/2019,New York Islanders,66,5,1,Ottawa Senators,67,4,0,SO,11445,02:33:00,1,2,0,1
1027,5/03/2019,Florida Panthers,66,2,0,Pittsburgh Penguins,66,3,1,OT,18484,02:34:00,0,1,1,2
1027,5/03/2019,Pittsburgh Penguins,66,3,1,Florida Panthers,66,2,0,OT,18484,02:34:00,1,2,0,1
1028,5/03/2019,Winnipeg Jets,66,2,0,Tampa Bay Lightning,67,5,1,-,19092,02:37:00,0,0,1,2
1028,5/03/2019,Tampa Bay Lightning,67,5,1,Winnipeg Jets,66,2,0,-,19092,02:37:00,1,2,0,0
1029,6/03/2019,St. Louis Blues,66,5,0,Anaheim Ducks,68,4,1,-,16854,02:34:00,1,2,0,0
1029,6/03/2019,Anaheim Ducks,68,4,1,St. Louis Blues,66,5,0,-,16854,02:34:00,0,0,1,2
1030,6/03/2019,Washington Capitals,67,5,0,Philadelphia Flyers,67,3,1,-,19232,02:23:00,1,2,0,0
1030,6/03/2019,Philadelphia Flyers,67,3,1,Washington Capitals,67,5,0,-,19232,02:23:00,0,0,1,2
1031,6/03/2019,Toronto Maple Leafs,67,2,0,Vancouver Canucks,67,3,1,OT,18871,02:31:00,0,1,1,2
1031,6/03/2019,Vancouver Canucks,67,3,1,Toronto Maple Leafs,67,2,0,OT,18871,02:31:00,1,2,0,1
1032,6/03/2019,Calgary Flames,67,1,0,Vegas Golden Knights,68,2,1,-,18422,02:43:00,0,0,1,2
1032,6/03/2019,Vegas Golden Knights,68,2,1,Calgary Flames,67,1,0,-,18422,02:43:00,1,2,0,0
1033,7/03/2019,Calgary Flames,68,0,0,Arizona Coyotes,67,2,1,-,13341,02:21:00,0,0,1,2
1033,7/03/2019,Arizona Coyotes,67,2,1,Calgary Flames,68,0,0,-,13341,02:21:00,1,2,0,0
1034,7/03/2019,Florida Panthers,67,3,0,Boston Bruins,67,4,1,-,17565,02:29:00,0,0,1,2
1034,7/03/2019,Boston Bruins,67,4,1,Florida Panthers,67,3,0,-,17565,02:29:00,1,2,0,0
1035,7/03/2019,Buffalo Sabres,67,4,0,Chicago Blackhawks,67,5,1,SO,21500,02:38:00,0,1,1,2
1035,7/03/2019,Chicago Blackhawks,67,5,1,Buffalo Sabres,67,4,0,SO,21500,02:38:00,1,2,0,1
1036,7/03/2019,Colorado Avalanche,68,0,0,Dallas Stars,67,4,1,-,18011,02:22:00,0,0,1,2
1036,7/03/2019,Dallas Stars,67,4,1,Colorado Avalanche,68,0,0,-,18011,02:22:00,1,2,0,0
1037,7/03/2019,New York Rangers,67,2,0,Detroit Red Wings,67,3,1,SO,18333,02:44:00,0,1,1,2
1037,7/03/2019,Detroit Red Wings,67,3,1,New York Rangers,67,2,0,SO,18333,02:44:00,1,2,0,1
1038,7/03/2019,Vancouver Canucks,68,2,0,Edmonton Oilers,67,3,1,-,18347,02:26:00,0,0,1,2
1038,7/03/2019,Edmonton Oilers,67,3,1,Vancouver Canucks,68,2,0,-,18347,02:26:00,1,2,0,0
1039,7/03/2019,St. Louis Blues,67,4,0,Los Angeles Kings,67,0,1,-,17837,02:26:00,1,2,0,0
1039,7/03/2019,Los Angeles Kings,67,0,1,St. Louis Blues,67,4,0,-,17837,02:26:00,0,0,1,2
1040,7/03/2019,New York Islanders,67,4,0,Ottawa Senators,68,2,1,-,11967,02:30:00,1,2,0,0
1040,7/03/2019,Ottawa Senators,68,2,1,New York Islanders,67,4,0,-,11967,02:30:00,0,0,1,2
1041,7/03/2019,Columbus Blue Jackets,67,0,0,Pittsburgh Penguins,67,3,1,-,18611,02:31:00,0,0,1,2
1041,7/03/2019,Pittsburgh Penguins,67,3,1,Columbus Blue Jackets,67,0,0,-,18611,02:31:00,1,2,0,0
1042,7/03/2019,Montreal Canadiens,68,2,0,San Jose Sharks,67,5,1,-,17471,02:21:00,0,0,1,2
1042,7/03/2019,San Jose Sharks,67,5,1,Montreal Canadiens,68,2,0,-,17471,02:21:00,1,2,0,0
1043,7/03/2019,Minnesota Wild,68,3,0,Tampa Bay Lightning,68,0,1,-,19092,02:26:00,1,2,0,0
1043,7/03/2019,Tampa Bay Lightning,68,0,1,Minnesota Wild,68,3,0,-,19092,02:26:00,0,0,1,2
1044,8/03/2019,Montreal Canadiens,69,2,0,Anaheim Ducks,69,8,1,-,16580,02:36:00,0,0,1,2
1044,8/03/2019,Anaheim Ducks,69,8,1,Montreal Canadiens,69,2,0,-,16580,02:36:00,1,2,0,0
1045,8/03/2019,Winnipeg Jets,67,8,0,Carolina Hurricanes,67,1,1,-,15928,02:27:00,1,2,0,0
1045,8/03/2019,Carolina Hurricanes,67,1,1,Winnipeg Jets,67,8,0,-,15928,02:27:00,0,0,1,2
1046,8/03/2019,Minnesota Wild,69,2,0,Florida Panthers,68,6,1,-,12388,02:25:00,0,0,1,2
1046,8/03/2019,Florida Panthers,68,6,1,Minnesota Wild,69,2,0,-,12388,02:25:00,1,2,0,0
1047,8/03/2019,New Jersey Devils,68,0,0,Washington Capitals,68,3,1,-,18506,02:23:00,0,0,1,2
1047,8/03/2019,Washington Capitals,68,3,1,New Jersey Devils,68,0,0,-,18506,02:23:00,1,2,0,0
1048,9/03/2019,Los Angeles Kings,68,2,0,Arizona Coyotes,68,4,1,-,14976,02:30:00,0,0,1,2
1048,9/03/2019,Arizona Coyotes,68,4,1,Los Angeles Kings,68,2,0,-,14976,02:30:00,1,2,0,0
1049,9/03/2019,Ottawa Senators,69,2,0,Boston Bruins,68,3,1,-,17565,02:20:00,0,0,1,2
1049,9/03/2019,Boston Bruins,68,3,1,Ottawa Senators,69,2,0,-,17565,02:20:00,1,2,0,0
1050,9/03/2019,Pittsburgh Penguins,68,1,0,Columbus Blue Jackets,68,4,1,-,19146,02:28:00,0,0,1,2
1050,9/03/2019,Columbus Blue Jackets,68,4,1,Pittsburgh Penguins,68,1,0,-,19146,02:28:00,1,2,0,0
1051,9/03/2019,Buffalo Sabres,68,0,0,Colorado Avalanche,69,3,1,-,18052,02:34:00,0,0,1,2
1051,9/03/2019,Colorado Avalanche,69,3,1,Buffalo Sabres,68,0,0,-,18052,02:34:00,1,2,0,0
1052,9/03/2019,Chicago Blackhawks,68,2,0,Dallas Stars,68,1,1,-,18532,02:25:00,1,2,0,0
1052,9/03/2019,Dallas Stars,68,1,1,Chicago Blackhawks,68,2,0,-,18532,02:25:00,0,0,1,2
1053,9/03/2019,Toronto Maple Leafs,68,3,0,Edmonton Oilers,68,2,1,-,18347,02:23:00,1,2,0,0
1053,9/03/2019,Edmonton Oilers,68,2,1,Toronto Maple Leafs,68,3,0,-,18347,02:23:00,0,0,1,2
1054,9/03/2019,Carolina Hurricanes,68,5,0,Nashville Predators,70,3,1,-,17724,02:28:00,1,2,0,0
1054,9/03/2019,Nashville Predators,70,3,1,Carolina Hurricanes,68,5,0,-,17724,02:28:00,0,0,1,2
1055,9/03/2019,Philadelphia Flyers,68,5,0,New York Islanders,68,2,1,-,13917,02:34:00,1,2,0,0
1055,9/03/2019,New York Islanders,68,2,1,Philadelphia Flyers,68,5,0,-,13917,02:34:00,0,0,1,2
1056,9/03/2019,New Jersey Devils,69,2,0,New York Rangers,68,4,1,-,17386,02:32:00,0,0,1,2
1056,9/03/2019,New York Rangers,68,4,1,New Jersey Devils,69,2,0,-,17386,02:32:00,1,2,0,0
1057,9/03/2019,St. Louis Blues,68,2,0,San Jose Sharks,68,3,1,OT,17562,02:19:00,0,1,1,2
1057,9/03/2019,San Jose Sharks,68,3,1,St. Louis Blues,68,2,0,OT,17562,02:19:00,1,2,0,1
1058,9/03/2019,Detroit Red Wings,68,2,0,Tampa Bay Lightning,69,3,1,-,19092,02:40:00,0,0,1,2
1058,9/03/2019,Tampa Bay Lightning,69,3,1,Detroit Red Wings,68,2,0,-,19092,02:40:00,1,2,0,0
1059,9/03/2019,Vegas Golden Knights,69,6,0,Vancouver Canucks,69,2,1,-,18286,02:22:00,1,2,0,0
1059,9/03/2019,Vancouver Canucks,69,2,1,Vegas Golden Knights,69,6,0,-,18286,02:22:00,0,0,1,2
1060,10/03/2019,Los Angeles Kings,69,3,0,Anaheim Ducks,70,2,1,-,17174,02:26:00,1,2,0,0
1060,10/03/2019,Anaheim Ducks,70,2,1,Los Angeles Kings,69,3,0,-,17174,02:26:00,0,0,1,2
1061,10/03/2019,Vegas Golden Knights,70,3,0,Calgary Flames,69,6,1,-,19086,02:33:00,0,0,1,2
1061,10/03/2019,Calgary Flames,69,6,1,Vegas Golden Knights,70,3,0,-,19086,02:33:00,1,2,0,0
1062,10/03/2019,Detroit Red Wings,69,1,0,Florida Panthers,69,6,1,-,15238,02:27:00,0,0,1,2
1062,10/03/2019,Florida Panthers,69,6,1,Detroit Red Wings,69,1,0,-,15238,02:27:00,1,2,0,0
1063,10/03/2019,Boston Bruins,69,2,0,Pittsburgh Penguins,69,4,1,-,18578,02:29:00,0,0,1,2
1063,10/03/2019,Pittsburgh Penguins,69,4,1,Boston Bruins,69,2,0,-,18578,02:29:00,1,2,0,0
1064,10/03/2019,Winnipeg Jets,68,1,0,Washington Capitals,69,3,1,-,18506,02:29:00,0,0,1,2
1064,10/03/2019,Washington Capitals,69,3,1,Winnipeg Jets,68,1,0,-,18506,02:29:00,1,2,0,0
1065,11/03/2019,Arizona Coyotes,69,1,0,Chicago Blackhawks,69,7,1,-,21574,02:27:00,0,0,1,2
1065,11/03/2019,Chicago Blackhawks,69,7,1,Arizona Coyotes,69,1,0,-,21574,02:27:00,1,2,0,0
1066,11/03/2019,Carolina Hurricanes,69,3,0,Colorado Avalanche,70,0,1,-,16711,02:19:00,1,2,0,0
1066,11/03/2019,Colorado Avalanche,70,0,1,Carolina Hurricanes,69,3,0,-,16711,02:19:00,0,0,1,2
1067,11/03/2019,New York Rangers,69,2,0,Edmonton Oilers,69,3,1,OT,18347,02:37:00,0,1,1,2
1067,11/03/2019,Edmonton Oilers,69,3,1,New York Rangers,69,2,0,OT,18347,02:37:00,1,2,0,1
1068,11/03/2019,San Jose Sharks,69,3,0,Minnesota Wild,70,0,1,-,18907,02:20:00,1,2,0,0
1068,11/03/2019,Minnesota Wild,70,0,1,San Jose Sharks,69,3,0,-,18907,02:20:00,0,0,1,2
1069,11/03/2019,Columbus Blue Jackets,69,0,0,New York Islanders,69,2,1,-,11827,02:15:00,0,0,1,2
1069,11/03/2019,New York Islanders,69,2,1,Columbus Blue Jackets,69,0,0,-,11827,02:15:00,1,2,0,0
1070,11/03/2019,Ottawa Senators,70,2,0,Philadelphia Flyers,69,3,1,-,18193,02:22:00,0,0,1,2
1070,11/03/2019,Philadelphia Flyers,69,3,1,Ottawa Senators,70,2,0,-,18193,02:22:00,1,2,0,0
1071,11/03/2019,Tampa Bay Lightning,70,6,0,Toronto Maple Leafs,69,2,1,-,19491,02:28:00,1,2,0,0
1071,11/03/2019,Toronto Maple Leafs,69,2,1,Tampa Bay Lightning,70,6,0,-,19491,02:28:00,0,0,1,2
1072,12/03/2019,Nashville Predators,71,2,0,Anaheim Ducks,71,3,1,-,16811,02:29:00,0,0,1,2
1072,12/03/2019,Anaheim Ducks,71,3,1,Nashville Predators,71,2,0,-,16811,02:29:00,1,2,0,0
1073,12/03/2019,Dallas Stars,69,2,0,Buffalo Sabres,69,0,1,-,17830,02:22:00,1,2,0,0
1073,12/03/2019,Buffalo Sabres,69,0,1,Dallas Stars,69,2,0,-,17830,02:22:00,0,0,1,2
1074,12/03/2019,Boston Bruins,70,4,0,Columbus Blue Jackets,70,7,1,-,16554,02:30:00,0,0,1,2
1074,12/03/2019,Columbus Blue Jackets,70,7,1,Boston Bruins,70,4,0,-,16554,02:30:00,1,2,0,0
1075,12/03/2019,New Jersey Devils,70,4,0,Calgary Flames,70,9,1,-,18529,02:32:00,0,0,1,2
1075,12/03/2019,Calgary Flames,70,9,1,New Jersey Devils,70,4,0,-,18529,02:32:00,1,2,0,0
1076,12/03/2019,Detroit Red Wings,70,1,0,Montreal Canadiens,70,3,1,-,21302,02:23:00,0,0,1,2
1076,12/03/2019,Montreal Canadiens,70,3,1,Detroit Red Wings,70,1,0,-,21302,02:23:00,1,2,0,0
1077,12/03/2019,Washington Capitals,70,3,0,Pittsburgh Penguins,70,5,1,-,18640,02:32:00,0,0,1,2
1077,12/03/2019,Pittsburgh Penguins,70,5,1,Washington Capitals,70,3,0,-,18640,02:32:00,1,2,0,0
1078,12/03/2019,Arizona Coyotes,70,3,0,St. Louis Blues,69,1,1,-,18428,02:20:00,1,2,0,0
1078,12/03/2019,St. Louis Blues,69,1,1,Arizona Coyotes,70,3,0,-,18428,02:20:00,0,0,1,2
1079,12/03/2019,San Jose Sharks,70,5,0,Winnipeg Jets,69,4,1,-,15321,02:29:00,1,2,0,0
1079,12/03/2019,Winnipeg Jets,69,4,1,San Jose Sharks,70,5,0,-,15321,02:29:00,0,0,1,2
1080,13/03/2019,New Jersey Devils,71,6,0,Edmonton Oilers,70,3,1,-,18347,02:37:00,1,2,0,0
1080,13/03/2019,Edmonton Oilers,70,3,1,New Jersey Devils,71,6,0,-,18347,02:37:00,0,0,1,2
1081,13/03/2019,Chicago Blackhawks,70,5,0,Toronto Maple Leafs,70,4,1,-,19342,02:28:00,1,2,0,0
1081,13/03/2019,Toronto Maple Leafs,70,4,1,Chicago Blackhawks,70,5,0,-,19342,02:28:00,0,0,1,2
1082,13/03/2019,New York Rangers,70,1,0,Vancouver Canucks,70,4,1,-,18225,02:20:00,0,0,1,2
1082,13/03/2019,Vancouver Canucks,70,4,1,New York Rangers,70,1,0,-,18225,02:20:00,1,2,0,0
1083,14/03/2019,Anaheim Ducks,72,1,0,Arizona Coyotes,71,6,1,-,14202,02:28:00,0,0,1,2
1083,14/03/2019,Arizona Coyotes,71,6,1,Anaheim Ducks,72,1,0,-,14202,02:28:00,1,2,0,0
1084,14/03/2019,Pittsburgh Penguins,71,5,0,Buffalo Sabres,70,0,1,-,18680,02:24:00,1,2,0,0
1084,14/03/2019,Buffalo Sabres,70,0,1,Pittsburgh Penguins,71,5,0,-,18680,02:24:00,0,0,1,2
1085,14/03/2019,Tampa Bay Lightning,71,5,0,Detroit Red Wings,71,4,1,-,19515,02:29:00,1,2,0,0
1085,14/03/2019,Detroit Red Wings,71,4,1,Tampa Bay Lightning,71,5,0,-,19515,02:29:00,0,0,1,2
1086,14/03/2019,Nashville Predators,72,3,0,Los Angeles Kings,70,1,1,-,17730,02:20:00,1,2,0,0
1086,14/03/2019,Los Angeles Kings,70,1,1,Nashville Predators,72,3,0,-,17730,02:20:00,0,0,1,2
1087,14/03/2019,Dallas Stars,70,4,0,Minnesota Wild,71,1,1,-,18919,02:22:00,1,2,0,0
1087,14/03/2019,Minnesota Wild,71,1,1,Dallas Stars,70,4,0,-,18919,02:22:00,0,0,1,2
1088,14/03/2019,Montreal Canadiens,71,1,0,New York Islanders,70,2,1,-,13274,02:28:00,0,0,1,2
1088,14/03/2019,New York Islanders,70,2,1,Montreal Canadiens,71,1,0,-,13274,02:28:00,1,2,0,0
1089,14/03/2019,St. Louis Blues,70,0,0,Ottawa Senators,71,2,1,-,13378,02:23:00,0,0,1,2
1089,14/03/2019,Ottawa Senators,71,2,1,St. Louis Blues,70,0,0,-,13378,02:23:00,1,2,0,0
1090,14/03/2019,Washington Capitals,71,5,0,Philadelphia Flyers,70,2,1,-,19475,02:26:00,1,2,0,0
1090,14/03/2019,Philadelphia Flyers,70,2,1,Washington Capitals,71,5,0,-,19475,02:26:00,0,0,1,2
1091,14/03/2019,Florida Panthers,70,4,0,San Jose Sharks,71,2,1,-,17388,02:20:00,1,2,0,0
1091,14/03/2019,San Jose Sharks,71,2,1,Florida Panthers,70,4,0,-,17388,02:20:00,0,0,1,2
1092,14/03/2019,Boston Bruins,71,3,0,Winnipeg Jets,70,4,1,-,15321,02:28:00,0,0,1,2
1092,14/03/2019,Winnipeg Jets,70,4,1,Boston Bruins,71,3,0,-,15321,02:28:00,1,2,0,0
1093,15/03/2019,Carolina Hurricanes,70,0,0,Columbus Blue Jackets,71,3,1,-,18832,02:32:00,0,0,1,2
1093,15/03/2019,Columbus Blue Jackets,71,3,1,Carolina Hurricanes,70,0,0,-,18832,02:32:00,1,2,0,0
1094,15/03/2019,New York Rangers,71,1,0,Calgary Flames,71,5,1,-,18956,02:24:00,0,0,1,2
1094,15/03/2019,Calgary Flames,71,5,1,New York Rangers,71,1,0,-,18956,02:24:00,1,2,0,0
1095,15/03/2019,Anaheim Ducks,73,5,0,Colorado Avalanche,71,3,1,-,18025,02:29:00,1,2,0,0
1095,15/03/2019,Colorado Avalanche,71,3,1,Anaheim Ducks,73,5,0,-,18025,02:29:00,0,0,1,2
1096,15/03/2019,Vegas Golden Knights,71,2,0,Dallas Stars,71,1,1,-,18532,02:29:00,1,2,0,0
1096,15/03/2019,Dallas Stars,71,1,1,Vegas Golden Knights,71,2,0,-,18532,02:29:00,0,0,1,2
1097,15/03/2019,Philadelphia Flyers,71,6,0,Toronto Maple Leafs,71,7,1,-,19290,02:43:00,0,0,1,2
1097,15/03/2019,Toronto Maple Leafs,71,7,1,Philadelphia Flyers,71,6,0,-,19290,02:43:00,1,2,0,0
